User ID,Vehicle Model,Battery Capacity (kWh),Charging Station ID,Charging Station Location,Charging Start Time,Charging End Time,Energy Consumed (kWh),Charging Duration (hours),Charging Rate (kW),Charging Cost (USD),Time of Day,Day of Week,State of Charge (Start %),State of Charge (End %),Distance Driven (since last charge) (km),Temperature (°C),Vehicle Age (years),Charger Type,User Type,soc_change,abs_temperature,norm_charging_rate,norm_temperature,norm_soc_change,charger_risk,battery_stress_score,battery_risk_level
User_28,Nissan Leaf,50.0,Station_340,San Francisco,2024-01-02 03:00:00,2024-01-02 06:13:00,10.338517723856468,1.547713717696371,45.7767311942711,9.855826892937216,Night,Sunday,98.3327953116332,94.50485176968456,162.6865443608225,5.504758728380647,0.0,Level 1,Long-Distance Traveler,-3.827943541948642,5.504758728380647,0.46212911363261866,0.07517855042030831,0.46592637267633086,0.3,0.32248402943277515,Low
User_29,BMW i3,75.0,Station_129,Los Angeles,2024-01-02 04:00:00,2024-01-02 04:35:00,31.68448458657448,2.4396779381538938,48.64872319079225,25.617103995808733,Afternoon,Friday,34.72763909597674,54.40205038521579,152.25986699080715,20.37856231027433,3.0,Level 2,Casual Driver,19.674411289239046,20.37856231027433,0.492086355909832,0.278468985681814,0.6019000265409962,0.6,0.46615092558118465,Medium
User_30,BMW i3,75.0,Station_438,Chicago,2024-01-02 05:00:00,2024-01-02 07:58:00,56.59325685914933,3.153257254972797,45.81173100244055,33.13209178024766,Afternoon,Friday,29.207671702279008,85.00810624066354,186.15573210131024,12.333415373869066,0.0,DC Fast Charger,Casual Driver,55.80043453838453,12.333415373869066,0.4624941904623098,0.1685104660980581,0.8109083329881303,1.0,0.5246077730888519,Medium
User_31,Chevy Bolt,100.0,Station_239,New York,2024-01-02 06:00:00,2024-01-02 09:54:00,19.473800595427143,1.435532787267766,7.043936342279247,36.945272915195176,Afternoon,Wednesday,31.320786979519863,78.05665281794616,152.25986699080715,8.352906076534808,2.0,DC Fast Charger,Casual Driver,46.73586583842629,8.352906076534808,0.058114157859682124,0.11410612606746809,0.7584649699424404,1.0,0.3562647870596173,Medium
User_32,BMW i3,100.0,Station_58,Chicago,2024-01-02 07:00:00,2024-01-02 09:27:00,38.28919933554271,2.0076640542660726,12.064391459035129,17.011782945517666,Evening,Wednesday,75.6447784790562,65.61730718592959,238.9093109631085,2.273162900972052,6.0,Level 1,Commuter,-10.02747129312661,2.273162900972052,0.11048164024010301,0.031010122437106612,0.43005879912389544,0.3,0.17898337063994713,Low
User_33,BMW i3,100.0,Station_198,New York,2024-01-02 08:00:00,2024-01-02 09:58:00,16.136238725396332,1.306927271746284,21.517815048554308,26.438194237490425,Evening,Monday,23.603991432132744,88.2000728013921,35.50388319357353,39.38401391534167,1.0,Level 2,Casual Driver,64.59608136925935,39.38401391534167,0.20908863537218852,0.5382294771971736,0.8617958396353429,0.6,0.4970090334664866,Medium
User_34,Tesla Model 3,62.0,Station_211,Houston,2024-01-02 09:00:00,2024-01-02 12:03:00,60.06708508895625,0.9991001884039166,7.651570046980447,18.034390040505443,Afternoon,Monday,22.881466625938916,51.43427868199236,46.35755886056615,13.991597483206988,1.0,Level 2,Casual Driver,28.552812056053444,13.991597483206988,0.06445227792742043,0.19117397384805287,0.653266308830999,0.6,0.30056375119521284,Low
User_35,Chevy Bolt,75.0,Station_402,Houston,2024-01-02 10:00:00,2024-01-02 13:32:00,57.72437946101146,1.8735815970397776,4.48564710517362,35.50300017025295,Afternoon,Friday,41.87247964240577,79.64797277486439,157.61465400806637,28.429807376567297,1.8091728675018728,DC Fast Charger,Long-Distance Traveler,37.775493132458614,28.429807376567297,0.031429093770369274,0.38851085257295676,0.706624436278007,1.0,0.4188783258471177,Medium
User_36,Hyundai Kona,75.0,Station_390,New York,2024-01-02 11:00:00,2024-01-02 14:16:00,37.37451606078376,2.8916769844807484,18.865801960923783,29.86624992587584,Evening,Tuesday,24.49220858439769,73.38017572592224,76.20353921863803,59.931973865971024,4.0,Level 1,Commuter,48.887967141524555,59.931973865971024,0.18142595431850783,0.8190724841052693,0.7709160234547828,0.3,0.5084040339340151,Medium
User_37,Chevy Bolt,75.0,Station_45,Chicago,2024-01-02 12:00:00,2024-01-02 15:10:00,39.940563619980615,3.470003433537161,28.62519932675557,15.85532743055342,Evening,Thursday,85.85755579960261,50.403654740892144,102.43030218211146,31.46130901681466,1.0,DC Fast Charger,Casual Driver,-35.453901058710464,31.46130901681466,0.2832245079781149,0.4299444565968841,0.28295334587068177,1.0,0.43470258394554173,Medium
User_38,Hyundai Kona,75.0,Station_97,New York,2024-01-02 13:00:00,2024-01-02 13:43:00,73.38661952275571,1.0404523051899732,38.45083190087793,15.882703983823514,Night,Wednesday,49.27538752823665,94.59708190417813,42.09574394400221,33.92957037271362,6.0,DC Fast Charger,Long-Distance Traveler,45.321694375941476,33.92957037271362,0.3857139494202943,0.46367987085169354,0.7502832340131526,1.0,0.5741604903552416,Medium
User_39,Tesla Model 3,85.0,Station_279,Los Angeles,2024-01-02 14:00:00,2024-01-02 15:25:00,61.52075986084904,1.2804107080349374,12.510248962442,26.50571298106416,Afternoon,Monday,87.98462138000619,79.3884433831648,141.24375349788664,5.761050673536548,7.0,Level 2,Commuter,-8.59617799684139,5.761050673536548,0.11513230126800701,0.07868146753212134,0.4383395939908695,0.6,0.24156866450161277,Low
User_40,Nissan Leaf,100.0,Station_23,Houston,2024-01-02 15:00:00,2024-01-02 16:50:00,68.17785003637414,3.2424460582484915,23.31161908295264,8.498571936835022,Morning,Thursday,17.040420024456118,56.07865100803714,130.37601376208403,-3.191455365646359,2.0,Level 2,Long-Distance Traveler,39.03823098358102,3.191455365646359,0.22779948906586375,0.04356105292460154,0.713930048023026,0.6,0.325584146655038,Low
User_41,BMW i3,79.7992037611215,Station_410,Los Angeles,2024-01-02 16:00:00,2024-01-02 18:58:00,67.51805822343026,1.9623405401552507,6.897878329777162,29.222361949491813,Night,Sunday,80.86258863357027,62.52531776559165,119.63099233488512,35.233158486596466,1.9692327223244,Level 2,Casual Driver,-18.337270867978617,35.233158486596466,0.056590652476535774,0.4814969002089704,0.38198217790055017,0.6,0.33065223400958865,Medium
User_42,Tesla Model 3,100.0,Station_461,Houston,2024-01-02 17:00:00,2024-01-02 18:15:00,39.398742356080696,2.3977153605176023,20.46036486895017,26.619717748813557,Morning,Saturday,28.252298260726327,96.287092238838,111.01653950164392,19.78108389153856,2.941663235080507,Level 2,Commuter,68.03479397811168,19.78108389153856,0.19805855894270824,0.27030283993870297,0.8816906255567806,0.6,0.41674947272291485,Medium
User_43,BMW i3,85.0,Station_391,Houston,2024-01-02 18:00:00,2024-01-02 20:53:00,12.049319706245154,1.373881357931789,29.468944357780007,32.04209859904496,Night,Saturday,36.636852158024986,66.97610432369274,83.24522142563875,39.41613092437325,4.0,Level 1,Commuter,30.33925216566775,39.41613092437325,0.29202546367200644,0.5386684423017871,0.6636018173729904,0.3,0.44152980845033646,Medium
User_44,Nissan Leaf,48.79648263973517,Station_335,San Francisco,2024-01-02 19:00:00,2024-01-02 19:45:00,77.0536063752363,3.030202685230273,8.388039538136447,6.364629693637992,Afternoon,Friday,15.144122471302746,84.3423268685863,144.01398119262163,22.069470800563764,1.0,DC Fast Charger,Casual Driver,69.19820439728355,22.069470800563764,0.0721342613741225,0.3015797872387719,0.888421575147802,1.0,0.4434052426821349,Medium
User_46,Tesla Model 3,62.0,Station_27,Los Angeles,2024-01-02 21:00:00,2024-01-02 22:53:00,46.80719594482398,3.877992452581901,16.91833198373123,10.608875787751984,Evening,Saturday,49.29876550655081,90.97067522699976,210.17109719106028,-0.0390790306437483,1.0,DC Fast Charger,Commuter,41.67190972044895,0.0390790306437483,0.16111223826183887,0.00047537186647100957,0.7291672837608847,1.0,0.3523653517037618,Medium
User_47,Nissan Leaf,75.0,Station_282,San Francisco,2024-01-02 22:00:00,2024-01-03 01:06:00,67.47546614008147,2.1051170788531968,49.60079964847686,19.03070021272089,Night,Sunday,63.035941874368895,81.75095350359373,97.4539049287794,3.194124642496231,5.0,Level 1,Commuter,18.71501162922484,3.194124642496231,0.5020172976199193,0.043597535754945245,0.596349387967727,0.3,0.35305519248700074,Medium
User_48,Hyundai Kona,62.0,Station_97,Chicago,2024-01-02 23:00:00,2024-01-02 23:37:00,30.710934027103814,1.6336686079712066,6.35266144526304,18.131831711875755,Morning,Wednesday,76.12005335845825,76.68243090588436,18.93451548845076,27.895176779200867,0.0,Level 2,Commuter,0.5623775474261095,27.895176779200867,0.05090359125811963,0.3812036909418158,0.49132672104351677,0.6,0.32044270843158995,Low
User_49,Nissan Leaf,85.0,Station_463,Los Angeles,2024-01-03 00:00:00,2024-01-03 01:57:00,42.69140537961698,1.743435263200667,14.149666187068805,13.112873665958404,Night,Monday,77.80942281830983,87.94811448093188,212.9403418082668,-4.446670670320875,1.0,Level 1,Casual Driver,10.138691662622051,4.446670670320875,0.13223277336231362,0.06071693805036827,0.5467308041727118,0.3,0.21884271292646262,Low
User_50,BMW i3,100.0,Station_36,New York,2024-01-03 01:00:00,2024-01-03 03:40:00,8.713190575944605,2.2095428234972503,49.2753455894196,9.644101413904608,Afternoon,Saturday,27.196196012553663,86.89391764029943,170.47505412270155,5.37807958403098,6.0,Level 2,Long-Distance Traveler,59.69772162774577,5.37807958403098,0.4986225436968267,0.07344714000792742,0.8334562167855792,0.6,0.4532432756533834,Medium
User_51,BMW i3,85.0,Station_109,San Francisco,2024-01-03 02:00:00,2024-01-03 02:48:00,9.06588081544948,0.5123781829612861,40.17800199145749,24.50189331007889,Morning,Tuesday,13.873858113381532,93.62842306259267,226.2193631647091,30.69198380180764,2.6163324827383008,DC Fast Charger,Casual Driver,79.75456494921114,30.69198380180764,0.4037297561913865,0.41942956328426734,0.9494957494621837,1.0,0.6070334335447022,Medium
User_52,BMW i3,50.0,Station_55,Los Angeles,2024-01-03 03:00:00,2024-01-03 05:06:00,58.73397361690925,1.88926151834522,13.175727296302622,28.10231005717249,Morning,Saturday,83.86192690828396,71.37448250923295,57.38072425225101,1.941105156484872,3.0,Level 1,Commuter,-12.487444399051014,1.941105156484872,0.12207378846638614,0.026471662383020147,0.4158265430787489,0.3,0.17883263329389099,Low
User_53,BMW i3,50.0,Station_192,Chicago,2024-01-03 04:00:00,2024-01-03 05:35:00,65.98624912728606,3.3138023577161824,46.27844331315938,18.84961040539716,Morning,Wednesday,17.38966714207173,73.4380396237612,234.9966615729484,-7.719425911074026,0.0,Level 2,Long-Distance Traveler,56.04837248168947,7.719425911074026,0.4673623843092626,0.10544791985565412,0.8123427861876081,0.6,0.44767976770245976,Medium
User_54,Hyundai Kona,62.0,Station_219,Los Angeles,2024-01-03 05:00:00,2024-01-03 06:48:00,74.99970643372605,1.9113031543827848,35.92512612379792,34.08661865816688,Night,Tuesday,87.28930579942039,80.41641729522466,51.82835201742095,17.805383646122152,5.0,DC Fast Charger,Long-Distance Traveler,-6.872888504195728,17.805383646122152,0.3593687576591076,0.24329959489613062,0.4483097425425657,1.0,0.43843089215804,Medium
User_55,Chevy Bolt,100.0,Station_185,Houston,2024-01-03 06:00:00,2024-01-03 07:55:00,17.769436409407696,3.3140797633169585,34.45824193725993,9.798498137959154,Evening,Thursday,27.69749248619649,70.51026724863107,166.3114629994677,19.703359179359488,4.0,DC Fast Charger,Casual Driver,42.81277476243457,19.703359179359488,0.34406794727315915,0.2692405231962193,0.735767796323966,1.0,0.49834949776926474,Medium
User_56,Tesla Model 3,76.87610037599295,Station_69,New York,2024-01-03 07:00:00,2024-01-03 09:33:00,50.26893407436542,1.6783584198879236,36.303372348344666,38.94193996256931,Evening,Saturday,13.48827068689701,82.69521185847714,133.99209364319893,3.0428293410416227,0.0,DC Fast Charger,Casual Driver,69.20694117158013,3.0428293410416227,0.36331417735488447,0.041529679505776455,0.888472122045448,1.0,0.4673132903350321,Medium
User_57,BMW i3,69.88407424915135,Station_317,San Francisco,2024-01-03 08:00:00,2024-01-03 11:51:00,76.45046498743068,3.873449980578508,11.339063162639302,30.192234438786446,Evening,Wednesday,63.67446343632872,55.389776083986256,191.93791499432749,10.424645029884408,2.0,Level 2,Commuter,-8.284687352342466,10.424645029884408,0.10291586863211513,0.14242199774452535,0.44014173345227253,0.6,0.2567755000350524,Low
User_58,Nissan Leaf,62.0,Station_130,Houston,2024-01-03 09:00:00,2024-01-03 12:59:00,77.86372676031044,0.9179022472670976,47.15400980350788,28.30319111612704,Afternoon,Saturday,56.91742176324378,57.46568225034442,129.3894111090679,38.46677944602198,3.0,DC Fast Charger,Casual Driver,0.5482604871006416,38.46677944602198,0.47649526403627834,0.5256930070550073,0.4912450463224912,1.0,0.5727302537936978,Medium
User_59,BMW i3,100.0,Station_55,Chicago,2024-01-03 10:00:00,2024-01-03 12:59:00,21.89299267514347,1.285283896923329,25.37395430520664,8.637821690612405,Morning,Saturday,80.22553380560572,64.66736188293022,148.41561166314776,5.073167724155329,7.0,DC Fast Charger,Casual Driver,-15.558171922675498,5.073167724155329,0.24931134424677312,0.06927970130475851,0.3980607470804712,1.0,0.3376550302938924,Medium
User_60,Nissan Leaf,100.0,Station_378,Houston,2024-01-03 11:00:00,2024-01-03 12:15:00,71.28000416235402,2.413754936898993,40.61639923013172,6.744728812226459,Evening,Wednesday,26.156597950855197,89.92458852765273,140.46521317115082,33.05773080632935,5.0,Level 2,Casual Driver,63.76799057679753,33.05773080632935,0.4083026005128656,0.45176384386151497,0.8570048928731359,0.6,0.5398360419125846,Medium
User_61,Nissan Leaf,62.0,Station_97,Houston,2024-01-03 12:00:00,2024-01-03 14:22:00,21.82768817738645,2.082100007126398,26.50712322152529,36.06804149617966,Evening,Tuesday,33.255985091753644,51.50113226723436,48.044387156223145,38.65644395728205,7.0,Level 1,Casual Driver,18.245147175480717,38.65644395728205,0.26113122947217926,0.5282852815082385,0.5936309715768753,0.3,0.41360770908310934,Medium
User_62,BMW i3,75.0,Station_336,Chicago,2024-01-03 13:00:00,2024-01-03 15:00:00,62.723162291274086,2.117893349954352,30.9970269340748,30.04444235282833,Morning,Monday,82.84418006572773,72.83328568716698,282.9423217735824,32.852732623649764,7.0,DC Fast Charger,Casual Driver,-10.01089437856075,32.852732623649764,0.3079646236742284,0.44896199364510614,0.4301547054132657,1.0,0.4785071574621649,Medium
User_63,Hyundai Kona,124.31591138552656,Station_87,Houston,2024-01-03 14:00:00,2024-01-03 16:50:00,46.1951370011332,0.6505075790560018,47.87752355760527,30.86418085784876,Afternoon,Sunday,53.00518532661712,59.90164627311141,25.02725725569419,6.17125670947679,1.0,Level 2,Commuter,6.896460946494294,6.17125670947679,0.48404210847339585,0.08428803367601628,0.5279727707624119,0.6,0.39029570222097576,Medium
User_64,Nissan Leaf,100.0,Station_294,San Francisco,2024-01-03 15:00:00,2024-01-03 16:02:00,29.34565985727085,2.482090675316866,6.871184621235036,24.64975872994209,Night,Saturday,85.33141901899155,67.47790562555141,127.02180106032571,34.06193919136979,0.0,Level 1,Long-Distance Traveler,-17.85351339344014,34.06193919136979,0.05631221510796287,0.46548904592997825,0.38478097282428486,0.3,0.2813121836316374,Low
User_65,Nissan Leaf,50.0,Station_119,Los Angeles,2024-01-03 16:00:00,2024-01-03 18:42:00,76.93342189972203,2.1234202003251825,34.17685550275657,34.22830190454739,Night,Friday,27.1746153338806,92.14463369734484,295.8937220745894,7.9416880917232575,2.5918513275137545,DC Fast Charger,Casual Driver,64.97001836346425,7.9416880917232575,0.3411328549741036,0.10848572892699059,0.8639592645254197,1.0,0.47473407082411745,Medium
User_66,BMW i3,62.0,Station_208,Houston,2024-01-03 17:00:00,2024-01-03 18:46:00,59.25460166411963,1.2796206959579637,25.603799331857445,12.220438303566691,Night,Thursday,77.03697398688679,91.82927487145972,167.29757277309406,35.27145068625696,7.0,Level 2,Long-Distance Traveler,14.792300884572924,35.27145068625696,0.25170881720558747,0.4820202658627685,0.5736544147688414,0.6,0.4374350487345544,Medium
User_67,Nissan Leaf,100.0,Station_334,San Francisco,2024-01-03 18:00:00,2024-01-03 21:04:00,37.06292777850246,1.6090994326029475,15.230062587672052,37.87533457659361,Morning,Wednesday,7.520444726979813,67.79787265012489,98.14598101957088,16.483705935041975,2.0,Level 2,Long-Distance Traveler,60.277427923145076,16.483705935041975,0.14350219777836537,0.22523532265523608,0.8368101267967238,0.6,0.3751583913783435,Medium
